HMM,Time
XYNA_THEMA,49.296720
GLGC_BURP8,27.961960
H6_ONCMY,6.476952
XYLG_YERPA,240.769152
BP40_BPPHE,10.554970
MURD_CUPMC,39.387024
NTPA_BRASB,15.265738
RS14_ACICJ,7.984921
RIMO_BDEBA,27.552346
FDFT_USTMA,27.382400
PROF1_STRPU,8.994966
SMAG1_RAT,28.702196
HTPX_SERP5,17.988722
CLPB_ECOL6,85.790344
YO13_BPHC1,10.188122
Y5318_PSEAB,17.414278
PIMT_SHIB3,15.305553
P10_ASFWA,6.138035
MSCL_HAEDU,10.259412
KCD15_HUMAN,17.159772
TLX3_HUMAN,21.179550
KDUI_YERE8,14.119584
TRG_CUPNH,16.783282
YAEH_SALTY,8.834181
RS18_METPP,6.901998
MNME_PSYIN,35.552808
ECM14_LEPMJ,29.946752
EVI1B_XENLA,131.356144
PUR9_CLOBL,26.225282
PRGJ_SALTY,7.255101
GCSH_BORA1,9.116017
SPEH_BACCN,9.503707
EFTS_HAHCH,15.926583
RBL_PINPS,5.776354
SYC_BURCC,33.615680
OPSV_ORYLA,26.386264
SYE1_BRUSU,29.260172
RM11_RECAM,9.672953
QUEA_BACMF,18.114056
MT2H_BOVIN,6.416021
EMC4_HUMAN,11.176464
RS5_ANAMM,11.034822
FTSH3_ORYSJ,77.614616
HTPX_BURP0,18.790980
RMLB_MYCTO,33.544036
LEXA_RHORT,16.325500
RS3_AGRRK,14.434407
META_SYNP6,15.765689
PYRK_METAC,17.747236
CYSK_YEAST,31.191760
