HMM,Time
XYNA_THEMA,214.247968
GLGC_BURP8,121.977960
H6_ONCMY,28.497564
XYLG_YERPA,1019.683200
BP40_BPPHE,46.916416
MURD_CUPMC,170.566016
NTPA_BRASB,67.465328
RS14_ACICJ,35.183804
RIMO_BDEBA,119.139984
FDFT_USTMA,119.539192
PROF1_STRPU,39.849416
SMAG1_RAT,125.354680
HTPX_SERP5,78.880896
CLPB_ECOL6,361.001856
YO13_BPHC1,45.257744
Y5318_PSEAB,76.252624
PIMT_SHIB3,67.838016
P10_ASFWA,26.738706
MSCL_HAEDU,45.355292
KCD15_HUMAN,75.369968
TLX3_HUMAN,92.006664
KDUI_YERE8,62.685696
TRG_CUPNH,73.239624
YAEH_SALTY,39.475292
RS18_METPP,30.259740
MNME_PSYIN,154.190944
ECM14_LEPMJ,131.661400
EVI1B_XENLA,565.035392
PUR9_CLOBL,113.821912
PRGJ_SALTY,32.220552
GCSH_BORA1,40.511556
SPEH_BACCN,42.435840
EFTS_HAHCH,69.683480
RBL_PINPS,24.394500
SYC_BURCC,146.204336
OPSV_ORYLA,114.700136
SYE1_BRUSU,126.707152
RM11_RECAM,42.570932
QUEA_BACMF,79.300120
MT2H_BOVIN,28.298068
EMC4_HUMAN,49.757908
RS5_ANAMM,48.530636
FTSH3_ORYSJ,330.310400
HTPX_BURP0,82.277312
RMLB_MYCTO,145.031712
LEXA_RHORT,71.441936
RS3_AGRRK,63.111508
META_SYNP6,69.245888
PYRK_METAC,77.576760
CYSK_YEAST,135.293312
