HMM,Time
XYNA_THEMA,152.426480
GLGC_BURP8,85.689760
H6_ONCMY,20.163428
XYLG_YERPA,729.046272
BP40_BPPHE,33.006430
MURD_CUPMC,120.015824
NTPA_BRASB,47.247684
RS14_ACICJ,24.953472
RIMO_BDEBA,84.206456
FDFT_USTMA,84.009072
PROF1_STRPU,27.900280
SMAG1_RAT,88.261664
HTPX_SERP5,55.454608
CLPB_ECOL6,255.933952
YO13_BPHC1,31.765792
Y5318_PSEAB,53.752240
PIMT_SHIB3,47.556220
P10_ASFWA,18.900036
MSCL_HAEDU,31.790544
KCD15_HUMAN,52.831856
TLX3_HUMAN,64.915860
KDUI_YERE8,43.698080
TRG_CUPNH,51.348268
YAEH_SALTY,27.800740
RS18_METPP,21.322732
MNME_PSYIN,108.445504
ECM14_LEPMJ,91.778152
EVI1B_XENLA,399.081888
PUR9_CLOBL,80.208672
PRGJ_SALTY,22.589704
GCSH_BORA1,28.301576
SPEH_BACCN,29.715400
EFTS_HAHCH,49.014392
RBL_PINPS,17.212852
SYC_BURCC,102.658648
OPSV_ORYLA,80.765248
SYE1_BRUSU,89.334400
RM11_RECAM,30.132490
QUEA_BACMF,55.715184
MT2H_BOVIN,19.846966
EMC4_HUMAN,34.759320
RS5_ANAMM,34.089532
FTSH3_ORYSJ,232.899104
HTPX_BURP0,57.698480
RMLB_MYCTO,101.954888
LEXA_RHORT,50.124840
RS3_AGRRK,44.598208
META_SYNP6,48.627552
PYRK_METAC,54.508456
CYSK_YEAST,95.074592
