HMM,Time
XYNA_THEMA,63.202576
GLGC_BURP8,35.785764
H6_ONCMY,8.268628
XYLG_YERPA,301.818816
BP40_BPPHE,13.554312
MURD_CUPMC,49.960140
NTPA_BRASB,19.494674
RS14_ACICJ,10.191425
RIMO_BDEBA,35.100348
FDFT_USTMA,34.929384
PROF1_STRPU,11.439404
SMAG1_RAT,36.594560
HTPX_SERP5,23.007156
CLPB_ECOL6,108.610776
YO13_BPHC1,13.020283
Y5318_PSEAB,22.203940
PIMT_SHIB3,19.587184
P10_ASFWA,7.852093
MSCL_HAEDU,13.053460
KCD15_HUMAN,21.902040
TLX3_HUMAN,26.895076
KDUI_YERE8,18.072492
TRG_CUPNH,21.339770
YAEH_SALTY,11.385134
RS18_METPP,8.817777
MNME_PSYIN,45.179204
ECM14_LEPMJ,38.367100
EVI1B_XENLA,166.784672
PUR9_CLOBL,33.543980
PRGJ_SALTY,9.283975
GCSH_BORA1,11.616423
SPEH_BACCN,12.099245
EFTS_HAHCH,20.332268
RBL_PINPS,7.333675
SYC_BURCC,42.799844
OPSV_ORYLA,33.530392
SYE1_BRUSU,37.511928
RM11_RECAM,12.338571
QUEA_BACMF,23.223956
MT2H_BOVIN,8.191533
EMC4_HUMAN,14.342844
RS5_ANAMM,14.096255
FTSH3_ORYSJ,98.031160
HTPX_BURP0,23.945412
RMLB_MYCTO,42.511792
LEXA_RHORT,20.870128
RS3_AGRRK,18.367710
META_SYNP6,20.117626
PYRK_METAC,22.565992
CYSK_YEAST,39.701184
