HMM,Time
XYNA_THEMA,4.395525
GLGC_BURP8,2.432315
H6_ONCMY,0.593463
XYLG_YERPA,23.458844
BP40_BPPHE,0.905283
MURD_CUPMC,3.547204
NTPA_BRASB,1.350486
RS14_ACICJ,0.755152
RIMO_BDEBA,2.516465
FDFT_USTMA,2.388204
PROF1_STRPU,0.828907
SMAG1_RAT,2.486937
HTPX_SERP5,1.591067
CLPB_ECOL6,7.784298
YO13_BPHC1,0.915972
Y5318_PSEAB,1.574968
PIMT_SHIB3,1.352452
P10_ASFWA,0.570604
MSCL_HAEDU,0.912380
KCD15_HUMAN,1.516973
TLX3_HUMAN,1.949455
KDUI_YERE8,1.272307
TRG_CUPNH,1.528782
YAEH_SALTY,0.810025
RS18_METPP,0.692204
MNME_PSYIN,3.216707
ECM14_LEPMJ,2.613713
EVI1B_XENLA,11.809811
PUR9_CLOBL,2.360294
PRGJ_SALTY,0.665185
GCSH_BORA1,0.851583
SPEH_BACCN,0.825471
EFTS_HAHCH,1.431532
RBL_PINPS,0.852667
SYC_BURCC,3.059989
OPSV_ORYLA,2.434469
SYE1_BRUSU,2.623616
RM11_RECAM,0.949134
QUEA_BACMF,1.636641
MT2H_BOVIN,0.635589
EMC4_HUMAN,0.974397
RS5_ANAMM,1.059816
FTSH3_ORYSJ,6.994410
HTPX_BURP0,1.650201
RMLB_MYCTO,3.147046
LEXA_RHORT,1.451865
RS3_AGRRK,1.304718
META_SYNP6,1.392967
PYRK_METAC,1.574259
CYSK_YEAST,2.843621
