HMM,Time
XYNA_THEMA,423.518784
GLGC_BURP8,240.667952
H6_ONCMY,56.210860
XYLG_YERPA,2012.554880
BP40_BPPHE,93.323904
MURD_CUPMC,337.554080
NTPA_BRASB,133.994592
RS14_ACICJ,69.759072
RIMO_BDEBA,235.772704
FDFT_USTMA,236.377984
PROF1_STRPU,78.679680
SMAG1_RAT,247.578880
HTPX_SERP5,155.938128
CLPB_ECOL6,713.914048
YO13_BPHC1,89.334592
Y5318_PSEAB,151.599856
PIMT_SHIB3,134.428240
P10_ASFWA,52.928472
MSCL_HAEDU,89.449824
KCD15_HUMAN,148.817040
TLX3_HUMAN,181.812800
KDUI_YERE8,123.614504
TRG_CUPNH,144.163728
YAEH_SALTY,78.048568
RS18_METPP,59.711260
MNME_PSYIN,304.699200
ECM14_LEPMJ,258.842016
EVI1B_XENLA,1120.392960
PUR9_CLOBL,225.188016
PRGJ_SALTY,63.808516
GCSH_BORA1,80.008304
SPEH_BACCN,83.531184
EFTS_HAHCH,137.456672
RBL_PINPS,47.542296
SYC_BURCC,289.388032
OPSV_ORYLA,227.150720
SYE1_BRUSU,250.800960
RM11_RECAM,85.314760
QUEA_BACMF,157.430384
MT2H_BOVIN,56.061996
EMC4_HUMAN,98.349840
RS5_ANAMM,95.336488
FTSH3_ORYSJ,653.674432
HTPX_BURP0,162.316528
RMLB_MYCTO,286.328960
LEXA_RHORT,141.390512
RS3_AGRRK,124.757616
META_SYNP6,137.348560
PYRK_METAC,153.215200
CYSK_YEAST,267.822448
