HMM,Time
XYNA_THEMA,131.336312
GLGC_BURP8,74.379016
H6_ONCMY,17.379484
XYLG_YERPA,635.839360
BP40_BPPHE,28.635976
MURD_CUPMC,104.178792
NTPA_BRASB,41.064128
RS14_ACICJ,21.434564
RIMO_BDEBA,72.971944
FDFT_USTMA,73.017104
PROF1_STRPU,24.268354
SMAG1_RAT,76.542416
HTPX_SERP5,47.875408
CLPB_ECOL6,223.905104
YO13_BPHC1,27.417670
Y5318_PSEAB,46.431544
PIMT_SHIB3,41.185712
P10_ASFWA,16.313763
MSCL_HAEDU,27.489186
KCD15_HUMAN,46.300716
TLX3_HUMAN,56.341796
KDUI_YERE8,37.972252
TRG_CUPNH,44.549712
YAEH_SALTY,24.033070
RS18_METPP,18.486272
MNME_PSYIN,94.345488
ECM14_LEPMJ,79.842472
EVI1B_XENLA,346.855168
PUR9_CLOBL,69.694704
PRGJ_SALTY,19.569112
GCSH_BORA1,24.540492
SPEH_BACCN,25.534634
EFTS_HAHCH,42.502692
RBL_PINPS,15.091416
SYC_BURCC,89.202224
OPSV_ORYLA,70.042776
SYE1_BRUSU,77.611864
RM11_RECAM,26.059392
QUEA_BACMF,48.384208
MT2H_BOVIN,17.334242
EMC4_HUMAN,30.223288
RS5_ANAMM,29.684760
FTSH3_ORYSJ,202.774624
HTPX_BURP0,50.215096
RMLB_MYCTO,88.697648
LEXA_RHORT,43.778656
RS3_AGRRK,38.490368
META_SYNP6,42.282612
PYRK_METAC,47.294288
CYSK_YEAST,82.823856
