HMM,Time
XYNA_THEMA,66.052028
GLGC_BURP8,37.392992
H6_ONCMY,8.664625
XYLG_YERPA,315.698336
BP40_BPPHE,14.207075
MURD_CUPMC,52.546784
NTPA_BRASB,20.463530
RS14_ACICJ,10.668465
RIMO_BDEBA,36.697856
FDFT_USTMA,36.674352
PROF1_STRPU,12.055854
SMAG1_RAT,38.563760
HTPX_SERP5,24.073970
CLPB_ECOL6,113.970704
YO13_BPHC1,13.674003
Y5318_PSEAB,23.333956
PIMT_SHIB3,20.591166
P10_ASFWA,8.147093
MSCL_HAEDU,13.728361
KCD15_HUMAN,23.000366
TLX3_HUMAN,28.354392
KDUI_YERE8,18.992964
TRG_CUPNH,22.371820
YAEH_SALTY,11.903687
RS18_METPP,9.221060
MNME_PSYIN,47.427572
ECM14_LEPMJ,40.033560
EVI1B_XENLA,175.010208
PUR9_CLOBL,35.016988
PRGJ_SALTY,9.722311
GCSH_BORA1,12.173875
SPEH_BACCN,12.741704
EFTS_HAHCH,21.314522
RBL_PINPS,7.666446
SYC_BURCC,44.992344
OPSV_ORYLA,35.257664
SYE1_BRUSU,39.071824
RM11_RECAM,12.960001
QUEA_BACMF,24.201792
MT2H_BOVIN,8.614438
EMC4_HUMAN,15.016316
RS5_ANAMM,14.788524
FTSH3_ORYSJ,102.895080
HTPX_BURP0,25.126026
RMLB_MYCTO,44.597456
LEXA_RHORT,21.861308
RS3_AGRRK,19.389594
META_SYNP6,21.177736
PYRK_METAC,23.673680
CYSK_YEAST,41.688304
