HMM,Time
XYNA_THEMA,47.214900
GLGC_BURP8,26.766836
H6_ONCMY,6.181318
XYLG_YERPA,232.533360
BP40_BPPHE,10.152086
MURD_CUPMC,37.719388
NTPA_BRASB,14.585021
RS14_ACICJ,7.621946
RIMO_BDEBA,26.355244
FDFT_USTMA,26.229024
PROF1_STRPU,8.670205
SMAG1_RAT,27.457792
HTPX_SERP5,17.240768
CLPB_ECOL6,82.820192
YO13_BPHC1,9.737865
Y5318_PSEAB,16.652254
PIMT_SHIB3,14.661127
P10_ASFWA,5.887792
MSCL_HAEDU,9.760272
KCD15_HUMAN,16.387258
TLX3_HUMAN,20.247260
KDUI_YERE8,13.507740
TRG_CUPNH,16.051187
YAEH_SALTY,8.452809
RS18_METPP,6.611668
MNME_PSYIN,34.076312
ECM14_LEPMJ,28.669676
EVI1B_XENLA,125.737104
PUR9_CLOBL,25.144484
PRGJ_SALTY,6.938307
GCSH_BORA1,8.742413
SPEH_BACCN,9.088265
EFTS_HAHCH,15.253559
RBL_PINPS,5.579304
SYC_BURCC,32.223242
OPSV_ORYLA,25.307074
SYE1_BRUSU,28.033314
RM11_RECAM,9.262998
QUEA_BACMF,17.320836
MT2H_BOVIN,6.132511
EMC4_HUMAN,10.744532
RS5_ANAMM,10.510849
FTSH3_ORYSJ,74.239936
HTPX_BURP0,17.958780
RMLB_MYCTO,32.071384
LEXA_RHORT,15.631570
RS3_AGRRK,13.831218
META_SYNP6,15.080638
PYRK_METAC,16.994116
CYSK_YEAST,29.838032
