HMM,Time
XYNA_THEMA,95.975392
GLGC_BURP8,54.412816
H6_ONCMY,12.660845
XYLG_YERPA,458.846816
BP40_BPPHE,20.855662
MURD_CUPMC,76.283224
NTPA_BRASB,30.008052
RS14_ACICJ,15.571290
RIMO_BDEBA,53.394384
FDFT_USTMA,53.350756
PROF1_STRPU,17.638900
SMAG1_RAT,56.107240
HTPX_SERP5,35.103260
CLPB_ECOL6,163.324848
YO13_BPHC1,20.107128
Y5318_PSEAB,33.990812
PIMT_SHIB3,30.035700
P10_ASFWA,11.948325
MSCL_HAEDU,20.110098
KCD15_HUMAN,33.584480
TLX3_HUMAN,41.214520
KDUI_YERE8,27.825896
TRG_CUPNH,32.522588
YAEH_SALTY,17.429452
RS18_METPP,13.588748
MNME_PSYIN,69.233432
ECM14_LEPMJ,58.244072
EVI1B_XENLA,253.705632
PUR9_CLOBL,51.804968
PRGJ_SALTY,14.400348
GCSH_BORA1,17.963672
SPEH_BACCN,18.679392
EFTS_HAHCH,31.164460
RBL_PINPS,11.020280
SYC_BURCC,65.208984
OPSV_ORYLA,51.379216
SYE1_BRUSU,56.712704
RM11_RECAM,18.972856
QUEA_BACMF,35.390068
MT2H_BOVIN,12.609330
EMC4_HUMAN,22.181932
RS5_ANAMM,21.584572
FTSH3_ORYSJ,148.367984
HTPX_BURP0,36.637148
RMLB_MYCTO,65.165552
LEXA_RHORT,31.911120
RS3_AGRRK,28.121746
META_SYNP6,30.828180
PYRK_METAC,34.633184
CYSK_YEAST,60.442116
