HMM,Time
XYNA_THEMA,38.786784
GLGC_BURP8,22.420544
H6_ONCMY,5.200020
XYLG_YERPA,192.425056
BP40_BPPHE,8.349477
MURD_CUPMC,31.101944
NTPA_BRASB,12.063232
RS14_ACICJ,6.293585
RIMO_BDEBA,21.987684
FDFT_USTMA,21.543780
PROF1_STRPU,7.109391
SMAG1_RAT,22.583360
HTPX_SERP5,14.176980
CLPB_ECOL6,69.170768
YO13_BPHC1,8.025991
Y5318_PSEAB,13.696902
PIMT_SHIB3,12.103233
P10_ASFWA,4.836791
MSCL_HAEDU,8.037373
KCD15_HUMAN,13.491535
TLX3_HUMAN,16.716799
KDUI_YERE8,11.194713
TRG_CUPNH,13.235089
YAEH_SALTY,6.956605
RS18_METPP,5.447662
MNME_PSYIN,28.486364
ECM14_LEPMJ,23.583944
EVI1B_XENLA,106.673400
PUR9_CLOBL,20.645084
PRGJ_SALTY,5.720537
GCSH_BORA1,7.238261
SPEH_BACCN,7.608435
EFTS_HAHCH,12.530134
RBL_PINPS,8.722871
SYC_BURCC,26.657912
OPSV_ORYLA,21.629812
SYE1_BRUSU,23.585644
RM11_RECAM,7.644658
QUEA_BACMF,14.391922
MT2H_BOVIN,5.055702
EMC4_HUMAN,8.798036
RS5_ANAMM,8.658080
FTSH3_ORYSJ,62.172984
HTPX_BURP0,14.808753
RMLB_MYCTO,29.375620
LEXA_RHORT,12.866325
RS3_AGRRK,11.355217
META_SYNP6,12.618496
PYRK_METAC,13.987294
CYSK_YEAST,24.577044
