HMM,Time
XYNA_THEMA,3.463865
GLGC_BURP8,2.035695
H6_ONCMY,0.452098
XYLG_YERPA,19.724194
BP40_BPPHE,0.729800
MURD_CUPMC,2.933666
NTPA_BRASB,1.117995
RS14_ACICJ,0.580682
RIMO_BDEBA,2.088509
FDFT_USTMA,1.963498
PROF1_STRPU,0.684677
SMAG1_RAT,2.014728
HTPX_SERP5,1.320650
CLPB_ECOL6,6.395365
YO13_BPHC1,0.738382
Y5318_PSEAB,1.275702
PIMT_SHIB3,1.115520
P10_ASFWA,0.482680
MSCL_HAEDU,0.745220
KCD15_HUMAN,1.263814
TLX3_HUMAN,1.636161
KDUI_YERE8,1.032966
TRG_CUPNH,1.325747
YAEH_SALTY,0.682269
RS18_METPP,0.544497
MNME_PSYIN,2.715429
ECM14_LEPMJ,2.154367
EVI1B_XENLA,9.805901
PUR9_CLOBL,1.976086
PRGJ_SALTY,0.564038
GCSH_BORA1,0.717782
SPEH_BACCN,0.737441
EFTS_HAHCH,1.188913
RBL_PINPS,0.619770
SYC_BURCC,2.522432
OPSV_ORYLA,2.107093
SYE1_BRUSU,2.225063
RM11_RECAM,0.703091
QUEA_BACMF,1.342342
MT2H_BOVIN,0.509233
EMC4_HUMAN,0.808541
RS5_ANAMM,0.839450
FTSH3_ORYSJ,5.934373
HTPX_BURP0,1.364992
RMLB_MYCTO,2.632399
LEXA_RHORT,1.241070
RS3_AGRRK,1.048142
META_SYNP6,1.156176
PYRK_METAC,1.322149
CYSK_YEAST,2.399150
