HMM,Time
XYNA_THEMA,82.516616
GLGC_BURP8,46.821460
H6_ONCMY,10.880708
XYLG_YERPA,393.374560
BP40_BPPHE,17.938516
MURD_CUPMC,65.545316
NTPA_BRASB,25.739692
RS14_ACICJ,13.460956
RIMO_BDEBA,45.922512
FDFT_USTMA,45.887124
PROF1_STRPU,15.210928
SMAG1_RAT,48.112088
HTPX_SERP5,30.117656
CLPB_ECOL6,141.571856
YO13_BPHC1,17.168524
Y5318_PSEAB,29.176724
PIMT_SHIB3,25.768562
P10_ASFWA,10.289296
MSCL_HAEDU,17.232454
KCD15_HUMAN,28.740984
TLX3_HUMAN,35.462456
KDUI_YERE8,23.804902
TRG_CUPNH,28.044612
YAEH_SALTY,15.022939
RS18_METPP,11.650936
MNME_PSYIN,59.485964
ECM14_LEPMJ,50.109856
EVI1B_XENLA,217.994432
PUR9_CLOBL,43.887680
PRGJ_SALTY,12.255124
GCSH_BORA1,15.404430
SPEH_BACCN,16.009457
EFTS_HAHCH,26.729844
RBL_PINPS,9.511064
SYC_BURCC,56.128720
OPSV_ORYLA,44.136224
SYE1_BRUSU,48.848112
RM11_RECAM,16.338895
QUEA_BACMF,30.407688
MT2H_BOVIN,10.837111
EMC4_HUMAN,18.879992
RS5_ANAMM,18.499970
FTSH3_ORYSJ,127.983072
HTPX_BURP0,31.512526
RMLB_MYCTO,55.808064
LEXA_RHORT,27.374612
RS3_AGRRK,24.144918
META_SYNP6,26.565544
PYRK_METAC,29.731136
CYSK_YEAST,52.099328
