HMM,Time
XYNA_THEMA,36.569428
GLGC_BURP8,20.735592
H6_ONCMY,4.891075
XYLG_YERPA,186.781008
BP40_BPPHE,7.787879
MURD_CUPMC,29.025062
NTPA_BRASB,11.266048
RS14_ACICJ,6.049310
RIMO_BDEBA,20.828322
FDFT_USTMA,20.150580
PROF1_STRPU,6.702469
SMAG1_RAT,21.136504
HTPX_SERP5,13.662420
CLPB_ECOL6,64.866772
YO13_BPHC1,7.522980
Y5318_PSEAB,13.035845
PIMT_SHIB3,11.512845
P10_ASFWA,4.525505
MSCL_HAEDU,7.708936
KCD15_HUMAN,12.730556
TLX3_HUMAN,15.794177
KDUI_YERE8,10.712080
TRG_CUPNH,12.512989
YAEH_SALTY,6.718329
RS18_METPP,5.093537
MNME_PSYIN,26.477532
ECM14_LEPMJ,22.117554
EVI1B_XENLA,99.328608
PUR9_CLOBL,19.337482
PRGJ_SALTY,5.329078
GCSH_BORA1,6.902409
SPEH_BACCN,7.235617
EFTS_HAHCH,11.774746
RBL_PINPS,4.443317
SYC_BURCC,25.159332
OPSV_ORYLA,20.053700
SYE1_BRUSU,21.631526
RM11_RECAM,7.366697
QUEA_BACMF,13.548130
MT2H_BOVIN,4.853650
EMC4_HUMAN,8.437361
RS5_ANAMM,8.318153
FTSH3_ORYSJ,57.937060
HTPX_BURP0,13.855834
RMLB_MYCTO,25.170812
LEXA_RHORT,12.273498
RS3_AGRRK,10.668089
META_SYNP6,11.636840
PYRK_METAC,13.134154
CYSK_YEAST,23.060438
