HMM,Time
XYNA_THEMA,37.428968
GLGC_BURP8,21.267088
H6_ONCMY,4.924115
XYLG_YERPA,206.906416
BP40_BPPHE,8.049073
MURD_CUPMC,30.021920
NTPA_BRASB,11.635138
RS14_ACICJ,6.114560
RIMO_BDEBA,21.578886
FDFT_USTMA,20.845212
PROF1_STRPU,6.949547
SMAG1_RAT,21.900640
HTPX_SERP5,13.850552
CLPB_ECOL6,65.611664
YO13_BPHC1,7.756984
Y5318_PSEAB,13.531756
PIMT_SHIB3,11.809993
P10_ASFWA,4.654678
MSCL_HAEDU,7.821160
KCD15_HUMAN,13.058821
TLX3_HUMAN,16.520596
KDUI_YERE8,10.783844
TRG_CUPNH,12.986191
YAEH_SALTY,6.853743
RS18_METPP,5.317853
MNME_PSYIN,27.148122
ECM14_LEPMJ,22.801696
EVI1B_XENLA,100.201272
PUR9_CLOBL,19.986796
PRGJ_SALTY,5.533134
GCSH_BORA1,7.019574
SPEH_BACCN,7.225953
EFTS_HAHCH,12.152759
RBL_PINPS,4.563743
SYC_BURCC,25.649888
OPSV_ORYLA,20.291922
SYE1_BRUSU,22.614044
RM11_RECAM,7.614364
QUEA_BACMF,14.150852
MT2H_BOVIN,4.898500
EMC4_HUMAN,8.534613
RS5_ANAMM,8.439138
FTSH3_ORYSJ,59.432868
HTPX_BURP0,14.330561
RMLB_MYCTO,26.019868
LEXA_RHORT,12.738065
RS3_AGRRK,10.972961
META_SYNP6,11.995752
PYRK_METAC,13.522708
CYSK_YEAST,23.789872
