HMM,Time
XYNA_THEMA,33.403278
GLGC_BURP8,19.557524
H6_ONCMY,4.543291
XYLG_YERPA,175.623184
BP40_BPPHE,7.102741
MURD_CUPMC,27.244016
NTPA_BRASB,10.489176
RS14_ACICJ,5.569075
RIMO_BDEBA,19.275016
FDFT_USTMA,18.887252
PROF1_STRPU,6.256956
SMAG1_RAT,19.727278
HTPX_SERP5,12.632829
CLPB_ECOL6,63.548588
YO13_BPHC1,7.028268
Y5318_PSEAB,12.092138
PIMT_SHIB3,10.547848
P10_ASFWA,4.218442
MSCL_HAEDU,7.186704
KCD15_HUMAN,11.914396
TLX3_HUMAN,14.849326
KDUI_YERE8,9.782620
TRG_CUPNH,11.790782
YAEH_SALTY,6.144585
RS18_METPP,4.860333
MNME_PSYIN,24.988064
ECM14_LEPMJ,20.720066
EVI1B_XENLA,92.272488
PUR9_CLOBL,18.045876
PRGJ_SALTY,5.006953
GCSH_BORA1,6.461612
SPEH_BACCN,6.577211
EFTS_HAHCH,11.070854
RBL_PINPS,4.111421
SYC_BURCC,23.448152
OPSV_ORYLA,18.644996
SYE1_BRUSU,20.500140
RM11_RECAM,6.765543
QUEA_BACMF,12.661447
MT2H_BOVIN,4.444121
EMC4_HUMAN,7.820194
RS5_ANAMM,7.680813
FTSH3_ORYSJ,55.667464
HTPX_BURP0,12.977710
RMLB_MYCTO,23.738962
LEXA_RHORT,11.236854
RS3_AGRRK,10.068738
META_SYNP6,10.945820
PYRK_METAC,12.434019
CYSK_YEAST,21.750836
