HMM,Time
XYNA_THEMA,848.427072
GLGC_BURP8,484.845536
H6_ONCMY,114.129712
XYLG_YERPA,4012.699648
BP40_BPPHE,186.839968
MURD_CUPMC,677.799040
NTPA_BRASB,270.574080
RS14_ACICJ,142.753360
RIMO_BDEBA,475.270496
FDFT_USTMA,476.685472
PROF1_STRPU,161.419376
SMAG1_RAT,493.529344
HTPX_SERP5,313.627712
CLPB_ECOL6,1432.940544
YO13_BPHC1,182.005664
Y5318_PSEAB,307.418176
PIMT_SHIB3,271.611872
P10_ASFWA,107.195280
MSCL_HAEDU,182.535824
KCD15_HUMAN,301.247040
TLX3_HUMAN,368.540896
KDUI_YERE8,250.519360
TRG_CUPNH,290.358144
YAEH_SALTY,160.235936
RS18_METPP,121.019472
MNME_PSYIN,612.804608
ECM14_LEPMJ,522.427456
EVI1B_XENLA,2243.450880
PUR9_CLOBL,453.776768
PRGJ_SALTY,130.342952
GCSH_BORA1,163.894384
SPEH_BACCN,170.961696
EFTS_HAHCH,277.133824
RBL_PINPS,96.306096
SYC_BURCC,580.035392
OPSV_ORYLA,455.012032
SYE1_BRUSU,506.587328
RM11_RECAM,170.058336
QUEA_BACMF,317.814464
MT2H_BOVIN,113.828320
EMC4_HUMAN,200.559600
RS5_ANAMM,195.026800
FTSH3_ORYSJ,1311.842560
HTPX_BURP0,327.193632
RMLB_MYCTO,576.722048
LEXA_RHORT,285.242464
RS3_AGRRK,252.270384
META_SYNP6,277.017408
PYRK_METAC,308.949632
CYSK_YEAST,539.865216
