HMM,Time
XYNA_THEMA,88.647856
GLGC_BURP8,50.339572
H6_ONCMY,11.757709
XYLG_YERPA,422.505440
BP40_BPPHE,19.277528
MURD_CUPMC,70.366696
NTPA_BRASB,27.835596
RS14_ACICJ,14.515419
RIMO_BDEBA,49.445128
FDFT_USTMA,49.283732
PROF1_STRPU,16.293441
SMAG1_RAT,51.745168
HTPX_SERP5,32.588768
CLPB_ECOL6,151.850144
YO13_BPHC1,18.528900
Y5318_PSEAB,31.446934
PIMT_SHIB3,27.830348
P10_ASFWA,11.016295
MSCL_HAEDU,18.607770
KCD15_HUMAN,31.034744
TLX3_HUMAN,38.249096
KDUI_YERE8,25.630100
TRG_CUPNH,30.162284
YAEH_SALTY,16.124302
RS18_METPP,12.557157
MNME_PSYIN,63.834336
ECM14_LEPMJ,54.085816
EVI1B_XENLA,234.602080
PUR9_CLOBL,47.206404
PRGJ_SALTY,13.179198
GCSH_BORA1,16.605339
SPEH_BACCN,17.347598
EFTS_HAHCH,28.731480
RBL_PINPS,10.192857
SYC_BURCC,60.227464
OPSV_ORYLA,47.650448
SYE1_BRUSU,52.582724
RM11_RECAM,17.618008
QUEA_BACMF,32.693764
MT2H_BOVIN,11.688556
EMC4_HUMAN,20.441364
RS5_ANAMM,20.000636
FTSH3_ORYSJ,138.449104
HTPX_BURP0,33.960976
RMLB_MYCTO,60.015744
LEXA_RHORT,29.524528
RS3_AGRRK,26.105316
META_SYNP6,28.480546
PYRK_METAC,32.180076
CYSK_YEAST,56.106256
