HMM,Time
XYNA_THEMA,31.061956
GLGC_BURP8,18.242852
H6_ONCMY,4.278747
XYLG_YERPA,171.839120
BP40_BPPHE,6.581930
MURD_CUPMC,26.007452
NTPA_BRASB,10.039311
RS14_ACICJ,5.362429
RIMO_BDEBA,19.200768
FDFT_USTMA,18.268560
PROF1_STRPU,6.134999
SMAG1_RAT,18.948650
HTPX_SERP5,12.057847
CLPB_ECOL6,60.409260
YO13_BPHC1,6.448145
Y5318_PSEAB,11.671459
PIMT_SHIB3,10.344822
P10_ASFWA,4.098959
MSCL_HAEDU,6.841075
KCD15_HUMAN,11.598627
TLX3_HUMAN,14.455372
KDUI_YERE8,9.501023
TRG_CUPNH,11.479807
YAEH_SALTY,5.891860
RS18_METPP,4.709514
MNME_PSYIN,23.931722
ECM14_LEPMJ,20.142056
EVI1B_XENLA,92.427576
PUR9_CLOBL,17.157552
PRGJ_SALTY,4.884224
GCSH_BORA1,6.112513
SPEH_BACCN,6.440882
EFTS_HAHCH,10.757323
RBL_PINPS,4.039840
SYC_BURCC,22.501866
OPSV_ORYLA,18.045168
SYE1_BRUSU,19.616400
RM11_RECAM,6.543061
QUEA_BACMF,12.194937
MT2H_BOVIN,4.276583
EMC4_HUMAN,7.632008
RS5_ANAMM,7.454519
FTSH3_ORYSJ,52.881640
HTPX_BURP0,12.239160
RMLB_MYCTO,24.009652
LEXA_RHORT,10.686759
RS3_AGRRK,9.708914
META_SYNP6,10.530543
PYRK_METAC,11.887526
CYSK_YEAST,21.152492
