HMM,Time
XYNA_THEMA,45.220792
GLGC_BURP8,25.684940
H6_ONCMY,5.939788
XYLG_YERPA,221.294688
BP40_BPPHE,9.736189
MURD_CUPMC,36.110132
NTPA_BRASB,14.010756
RS14_ACICJ,7.305356
RIMO_BDEBA,25.308104
FDFT_USTMA,25.105144
PROF1_STRPU,8.196582
SMAG1_RAT,26.333672
HTPX_SERP5,16.505548
CLPB_ECOL6,79.690248
YO13_BPHC1,9.333869
Y5318_PSEAB,15.958734
PIMT_SHIB3,14.115854
P10_ASFWA,5.589805
MSCL_HAEDU,9.396966
KCD15_HUMAN,15.702798
TLX3_HUMAN,19.412596
KDUI_YERE8,13.007418
TRG_CUPNH,15.401907
YAEH_SALTY,8.118373
RS18_METPP,6.379612
MNME_PSYIN,32.704868
ECM14_LEPMJ,27.499016
EVI1B_XENLA,120.532248
PUR9_CLOBL,24.066164
PRGJ_SALTY,6.656189
GCSH_BORA1,8.382709
SPEH_BACCN,8.721079
EFTS_HAHCH,14.620378
RBL_PINPS,5.348045
SYC_BURCC,30.842414
OPSV_ORYLA,24.219588
SYE1_BRUSU,26.884892
RM11_RECAM,8.899487
QUEA_BACMF,16.631852
MT2H_BOVIN,5.901350
EMC4_HUMAN,10.287805
RS5_ANAMM,10.132356
FTSH3_ORYSJ,71.121536
HTPX_BURP0,17.255856
RMLB_MYCTO,30.729748
LEXA_RHORT,14.963649
RS3_AGRRK,13.233320
META_SYNP6,14.456686
PYRK_METAC,16.293083
CYSK_YEAST,28.558576
