HMM,Time
XYNA_THEMA,54.222604
GLGC_BURP8,30.765324
H6_ONCMY,7.132153
XYLG_YERPA,260.546544
BP40_BPPHE,11.600355
MURD_CUPMC,43.286364
NTPA_BRASB,16.746818
RS14_ACICJ,8.752124
RIMO_BDEBA,30.169624
FDFT_USTMA,30.110360
PROF1_STRPU,9.866778
SMAG1_RAT,31.583816
HTPX_SERP5,19.774944
CLPB_ECOL6,94.208776
YO13_BPHC1,11.164906
Y5318_PSEAB,19.125996
PIMT_SHIB3,16.895294
P10_ASFWA,6.691796
MSCL_HAEDU,11.238109
KCD15_HUMAN,18.888700
TLX3_HUMAN,23.268332
KDUI_YERE8,15.572282
TRG_CUPNH,18.426496
YAEH_SALTY,9.747211
RS18_METPP,7.589032
MNME_PSYIN,39.133032
ECM14_LEPMJ,32.947680
EVI1B_XENLA,144.136208
PUR9_CLOBL,28.843850
PRGJ_SALTY,7.974519
GCSH_BORA1,10.001013
SPEH_BACCN,10.528220
EFTS_HAHCH,17.493944
RBL_PINPS,6.358593
SYC_BURCC,36.915484
OPSV_ORYLA,28.974252
SYE1_BRUSU,32.186328
RM11_RECAM,10.584906
QUEA_BACMF,19.891580
MT2H_BOVIN,7.049928
EMC4_HUMAN,12.365631
RS5_ANAMM,12.076495
FTSH3_ORYSJ,84.783608
HTPX_BURP0,20.673364
RMLB_MYCTO,36.787288
LEXA_RHORT,17.953364
RS3_AGRRK,15.823313
META_SYNP6,17.305346
PYRK_METAC,19.498044
CYSK_YEAST,34.241644
