HMM,Time
XYNA_THEMA,40.248872
GLGC_BURP8,22.883832
H6_ONCMY,5.290682
XYLG_YERPA,198.466656
BP40_BPPHE,8.630291
MURD_CUPMC,32.197858
NTPA_BRASB,12.468522
RS14_ACICJ,6.532947
RIMO_BDEBA,22.502988
FDFT_USTMA,22.334840
PROF1_STRPU,7.302333
SMAG1_RAT,23.425248
HTPX_SERP5,14.740890
CLPB_ECOL6,72.064264
YO13_BPHC1,8.317570
Y5318_PSEAB,14.197934
PIMT_SHIB3,12.544198
P10_ASFWA,4.980522
MSCL_HAEDU,8.369084
KCD15_HUMAN,14.255766
TLX3_HUMAN,17.300508
KDUI_YERE8,11.594709
TRG_CUPNH,14.000199
YAEH_SALTY,7.239286
RS18_METPP,5.648961
MNME_PSYIN,29.104956
ECM14_LEPMJ,24.472380
EVI1B_XENLA,107.474544
PUR9_CLOBL,21.419036
PRGJ_SALTY,5.873222
GCSH_BORA1,7.506692
SPEH_BACCN,7.796512
EFTS_HAHCH,12.998359
RBL_PINPS,4.799822
SYC_BURCC,27.492948
OPSV_ORYLA,21.607400
SYE1_BRUSU,23.950588
RM11_RECAM,7.906537
QUEA_BACMF,15.020948
MT2H_BOVIN,5.243697
EMC4_HUMAN,9.167180
RS5_ANAMM,8.969790
FTSH3_ORYSJ,64.057244
HTPX_BURP0,15.583960
RMLB_MYCTO,27.498804
LEXA_RHORT,13.336142
RS3_AGRRK,11.773221
META_SYNP6,12.908660
PYRK_METAC,14.479835
CYSK_YEAST,25.494054
