HMM,Time
XYNA_THEMA,41.778984
GLGC_BURP8,23.706192
H6_ONCMY,5.446176
XYLG_YERPA,208.687792
BP40_BPPHE,8.970727
MURD_CUPMC,33.438364
NTPA_BRASB,12.930108
RS14_ACICJ,6.776817
RIMO_BDEBA,23.380720
FDFT_USTMA,23.181728
PROF1_STRPU,7.650455
SMAG1_RAT,24.321342
HTPX_SERP5,15.247678
CLPB_ECOL6,74.511776
YO13_BPHC1,8.608357
Y5318_PSEAB,14.735647
PIMT_SHIB3,13.061396
P10_ASFWA,5.171200
MSCL_HAEDU,8.649892
KCD15_HUMAN,14.520991
TLX3_HUMAN,17.959224
KDUI_YERE8,11.979977
TRG_CUPNH,14.192409
YAEH_SALTY,7.483180
RS18_METPP,5.865556
MNME_PSYIN,30.217622
ECM14_LEPMJ,25.426492
EVI1B_XENLA,111.497488
PUR9_CLOBL,22.236270
PRGJ_SALTY,6.129912
GCSH_BORA1,7.738412
SPEH_BACCN,8.064973
EFTS_HAHCH,13.507506
RBL_PINPS,5.021679
SYC_BURCC,28.626114
OPSV_ORYLA,22.449552
SYE1_BRUSU,24.838572
RM11_RECAM,8.231352
QUEA_BACMF,15.331737
MT2H_BOVIN,5.448837
EMC4_HUMAN,9.493789
RS5_ANAMM,9.409326
FTSH3_ORYSJ,66.408768
HTPX_BURP0,15.923408
RMLB_MYCTO,28.499296
LEXA_RHORT,13.836639
RS3_AGRRK,12.235162
META_SYNP6,13.337997
PYRK_METAC,15.035535
CYSK_YEAST,26.512544
