HMM,Time
XYNA_THEMA,3.158941
GLGC_BURP8,1.859165
H6_ONCMY,0.463544
XYLG_YERPA,18.113416
BP40_BPPHE,0.680794
MURD_CUPMC,2.678924
NTPA_BRASB,1.003044
RS14_ACICJ,0.567994
RIMO_BDEBA,1.863533
FDFT_USTMA,1.812010
PROF1_STRPU,0.631325
SMAG1_RAT,1.859039
HTPX_SERP5,1.207068
CLPB_ECOL6,5.911743
YO13_BPHC1,0.672457
Y5318_PSEAB,1.170008
PIMT_SHIB3,1.027235
P10_ASFWA,0.433935
MSCL_HAEDU,0.715196
KCD15_HUMAN,1.148078
TLX3_HUMAN,1.476257
KDUI_YERE8,0.942771
TRG_CUPNH,1.173614
YAEH_SALTY,0.574427
RS18_METPP,0.462956
MNME_PSYIN,2.436605
ECM14_LEPMJ,1.992719
EVI1B_XENLA,8.828408
PUR9_CLOBL,1.781029
PRGJ_SALTY,0.470853
GCSH_BORA1,0.696838
SPEH_BACCN,0.672471
EFTS_HAHCH,1.063980
RBL_PINPS,0.548247
SYC_BURCC,2.306865
OPSV_ORYLA,1.877214
SYE1_BRUSU,1.966861
RM11_RECAM,0.652470
QUEA_BACMF,1.219440
MT2H_BOVIN,0.434072
EMC4_HUMAN,0.721773
RS5_ANAMM,0.788158
FTSH3_ORYSJ,5.361009
HTPX_BURP0,1.267998
RMLB_MYCTO,2.501759
LEXA_RHORT,1.106942
RS3_AGRRK,0.976928
META_SYNP6,1.043317
PYRK_METAC,1.195440
CYSK_YEAST,2.215526
