HMM,Time
XYNA_THEMA,34.058200
GLGC_BURP8,19.383714
H6_ONCMY,4.649571
XYLG_YERPA,174.923728
BP40_BPPHE,7.307295
MURD_CUPMC,27.929700
NTPA_BRASB,10.649327
RS14_ACICJ,5.677520
RIMO_BDEBA,19.499518
FDFT_USTMA,19.109700
PROF1_STRPU,6.383697
SMAG1_RAT,20.122932
HTPX_SERP5,12.649852
CLPB_ECOL6,60.743380
YO13_BPHC1,7.291707
Y5318_PSEAB,12.229264
PIMT_SHIB3,10.745666
P10_ASFWA,4.282152
MSCL_HAEDU,7.239753
KCD15_HUMAN,12.160916
TLX3_HUMAN,14.925687
KDUI_YERE8,9.958577
TRG_CUPNH,11.842126
YAEH_SALTY,6.335959
RS18_METPP,4.832472
MNME_PSYIN,25.148596
ECM14_LEPMJ,21.100738
EVI1B_XENLA,93.268024
PUR9_CLOBL,18.300232
PRGJ_SALTY,5.104160
GCSH_BORA1,6.523854
SPEH_BACCN,6.704808
EFTS_HAHCH,11.425216
RBL_PINPS,4.237947
SYC_BURCC,23.565658
OPSV_ORYLA,18.676720
SYE1_BRUSU,20.521372
RM11_RECAM,6.959090
QUEA_BACMF,12.667659
MT2H_BOVIN,4.596059
EMC4_HUMAN,7.907343
RS5_ANAMM,7.725373
FTSH3_ORYSJ,55.531872
HTPX_BURP0,13.146339
RMLB_MYCTO,23.669212
LEXA_RHORT,11.611758
RS3_AGRRK,10.092746
META_SYNP6,11.017178
PYRK_METAC,12.696775
CYSK_YEAST,21.776214
