HMM,Time
XYNA_THEMA,32.483380
GLGC_BURP8,19.276840
H6_ONCMY,4.406888
XYLG_YERPA,176.508704
BP40_BPPHE,6.900328
MURD_CUPMC,26.606852
NTPA_BRASB,10.283940
RS14_ACICJ,5.433560
RIMO_BDEBA,18.905316
FDFT_USTMA,18.474664
PROF1_STRPU,6.239513
SMAG1_RAT,19.406260
HTPX_SERP5,12.479694
CLPB_ECOL6,62.820588
YO13_BPHC1,6.961279
Y5318_PSEAB,12.086676
PIMT_SHIB3,10.428781
P10_ASFWA,4.218873
MSCL_HAEDU,7.047291
KCD15_HUMAN,11.813520
TLX3_HUMAN,14.713960
KDUI_YERE8,9.662832
TRG_CUPNH,11.697472
YAEH_SALTY,6.056282
RS18_METPP,4.814085
MNME_PSYIN,24.666282
ECM14_LEPMJ,20.486392
EVI1B_XENLA,90.674728
PUR9_CLOBL,17.767496
PRGJ_SALTY,4.935309
GCSH_BORA1,6.274412
SPEH_BACCN,6.494263
EFTS_HAHCH,10.879557
RBL_PINPS,4.054207
SYC_BURCC,23.028756
OPSV_ORYLA,18.306518
SYE1_BRUSU,20.089804
RM11_RECAM,6.649136
QUEA_BACMF,12.292847
MT2H_BOVIN,4.369823
EMC4_HUMAN,7.561896
RS5_ANAMM,7.581311
FTSH3_ORYSJ,54.720308
HTPX_BURP0,12.759464
RMLB_MYCTO,23.294112
LEXA_RHORT,11.034291
RS3_AGRRK,9.856518
META_SYNP6,10.747701
PYRK_METAC,12.091938
CYSK_YEAST,21.258388
