BP40_BPPHE, 9.981790
CLPB_ECOL6, 66.020736
CYSK_YEAST, 24.633288
ECM14_LEPMJ, 31.051192
EFTS_HAHCH, 15.289612
EMC4_HUMAN, 10.563020
EVI1B_XENLA, 80.808792
FDFT_USTMA, 29.327194
FTSH3_ORYSJ, 74.843128
GCSH_BORA1, 8.308345
GLGC_BURP8, 25.487556
H6_ONCMY, 5.818453
HTPX_BURP0, 17.848728
HTPX_SERP5, 17.544800
KCD15_HUMAN, 18.024860
KDUI_YERE8, 14.504862
LEXA_RHORT, 14.954711
META_SYNP6, 16.302284
MNME_PSYIN, 33.921984
MSCL_HAEDU, 9.210649
MT2H_BOVIN, 5.833203
MURD_CUPMC, 32.341446
NTPA_BRASB, 14.107265
OPSV_ORYLA, 21.469324
P10_ASFWA, 5.561634
PIMT_SHIB3, 14.470751
PRGJ_SALTY, 6.450561
PROF1_STRPU, 8.223323
PUR9_CLOBL, 26.653656
PYRK_METAC, 17.285252
QUEA_BACMF, 18.365176
RBL_PINPS, 5.279159
RIMO_BDEBA, 26.717080
RM11_RECAM, 8.823620
RMLB_MYCTO, 25.525400
RS14_ACICJ, 6.840553
RS18_METPP, 6.155106
RS3_AGRRK, 14.318378
RS5_ANAMM, 10.304387
SMAG1_RAT, 31.473256
SPEH_BACCN, 8.660902
SYC_BURCC, 34.418564
SYE1_BRUSU, 26.750456
TLX3_HUMAN, 19.940766
TRG_CUPNH, 16.851804
XYLG_YERPA, 121.832456
XYNA_THEMA, 54.289320
Y5318_PSEAB, 17.621896
YAEH_SALTY, 8.171470
YO13_BPHC1, 9.631236
