BP40_BPPHE, 0.304668
CLPB_ECOL6, 1.979328
CYSK_YEAST, 0.776512
ECM14_LEPMJ, 0.886261
EFTS_HAHCH, 0.497502
EMC4_HUMAN, 0.311390
EVI1B_XENLA, 2.442623
FDFT_USTMA, 0.823924
FTSH3_ORYSJ, 2.294134
GCSH_BORA1, 0.293464
GLGC_BURP8, 0.811873
H6_ONCMY, 0.256304
HTPX_BURP0, 0.574184
HTPX_SERP5, 0.562670
KCD15_HUMAN, 0.566006
KDUI_YERE8, 0.456964
LEXA_RHORT, 0.469920
META_SYNP6, 0.534016
MNME_PSYIN, 0.978282
MSCL_HAEDU, 0.336750
MT2H_BOVIN, 0.264691
MURD_CUPMC, 0.929933
NTPA_BRASB, 0.404466
OPSV_ORYLA, 0.769849
P10_ASFWA, 0.231801
PIMT_SHIB3, 0.445502
PRGJ_SALTY, 0.233913
PROF1_STRPU, 0.275731
PUR9_CLOBL, 0.768217
PYRK_METAC, 0.595880
QUEA_BACMF, 0.610987
RBL_PINPS, 0.407820
RIMO_BDEBA, 0.768730
RM11_RECAM, 0.302291
RMLB_MYCTO, 0.887260
RS14_ACICJ, 0.273224
RS18_METPP, 0.250460
RS3_AGRRK, 0.461622
RS5_ANAMM, 0.344706
SMAG1_RAT, 0.946536
SPEH_BACCN, 0.303232
SYC_BURCC, 0.962486
SYE1_BRUSU, 0.783064
TLX3_HUMAN, 0.668663
TRG_CUPNH, 0.583554
XYLG_YERPA, 3.931290
XYNA_THEMA, 1.539612
Y5318_PSEAB, 0.549908
YAEH_SALTY, 0.275199
YO13_BPHC1, 0.304146
