BP40_BPPHE, 21.515114
CLPB_ECOL6, 140.751728
CYSK_YEAST, 55.100660
ECM14_LEPMJ, 63.400328
EFTS_HAHCH, 34.539788
EMC4_HUMAN, 22.855804
EVI1B_XENLA, 173.600608
FDFT_USTMA, 59.456336
FTSH3_ORYSJ, 164.794832
GCSH_BORA1, 19.477600
GLGC_BURP8, 56.832400
H6_ONCMY, 18.527388
HTPX_BURP0, 39.744680
HTPX_SERP5, 40.471276
KCD15_HUMAN, 40.769332
KDUI_YERE8, 33.179064
LEXA_RHORT, 33.062324
META_SYNP6, 38.395204
MNME_PSYIN, 70.495744
MSCL_HAEDU, 22.367176
MT2H_BOVIN, 19.487512
MURD_CUPMC, 66.639736
NTPA_BRASB, 26.805668
OPSV_ORYLA, 54.556576
P10_ASFWA, 17.048600
PIMT_SHIB3, 28.950132
PRGJ_SALTY, 16.874990
PROF1_STRPU, 20.145440
PUR9_CLOBL, 53.755928
PYRK_METAC, 40.711164
QUEA_BACMF, 42.805056
RBL_PINPS, 19.885940
RIMO_BDEBA, 54.149232
RM11_RECAM, 19.412122
RMLB_MYCTO, 61.647124
RS14_ACICJ, 17.455548
RS18_METPP, 16.131422
RS3_AGRRK, 32.496112
RS5_ANAMM, 22.718228
SMAG1_RAT, 64.531092
SPEH_BACCN, 21.097332
SYC_BURCC, 68.595976
SYE1_BRUSU, 53.183588
TLX3_HUMAN, 48.569912
TRG_CUPNH, 40.631832
XYLG_YERPA, 282.909344
XYNA_THEMA, 109.785968
Y5318_PSEAB, 39.211160
YAEH_SALTY, 19.676428
YO13_BPHC1, 21.706318
