BP40_BPPHE, 8.933998
CLPB_ECOL6, 61.369016
CYSK_YEAST, 23.990210
ECM14_LEPMJ, 27.467386
EFTS_HAHCH, 15.123311
EMC4_HUMAN, 9.602576
EVI1B_XENLA, 75.187976
FDFT_USTMA, 25.717542
FTSH3_ORYSJ, 71.134224
GCSH_BORA1, 8.500687
GLGC_BURP8, 24.787940
H6_ONCMY, 7.738943
HTPX_BURP0, 17.289476
HTPX_SERP5, 17.725300
KCD15_HUMAN, 17.337384
KDUI_YERE8, 14.138968
LEXA_RHORT, 14.529983
META_SYNP6, 16.318884
MNME_PSYIN, 30.156108
MSCL_HAEDU, 9.650247
MT2H_BOVIN, 8.145845
MURD_CUPMC, 28.865218
NTPA_BRASB, 11.758488
OPSV_ORYLA, 23.001784
P10_ASFWA, 7.106813
PIMT_SHIB3, 12.603006
PRGJ_SALTY, 7.089620
PROF1_STRPU, 8.377001
PUR9_CLOBL, 23.261472
PYRK_METAC, 17.525866
QUEA_BACMF, 18.566564
RBL_PINPS, 8.493497
RIMO_BDEBA, 23.401268
RM11_RECAM, 8.531683
RMLB_MYCTO, 26.834224
RS14_ACICJ, 7.593110
RS18_METPP, 6.989117
RS3_AGRRK, 14.050195
RS5_ANAMM, 9.852630
SMAG1_RAT, 27.419592
SPEH_BACCN, 8.894908
SYC_BURCC, 29.616476
SYE1_BRUSU, 23.286992
TLX3_HUMAN, 20.559774
TRG_CUPNH, 17.221196
XYLG_YERPA, 122.472264
XYNA_THEMA, 47.775944
Y5318_PSEAB, 17.217464
YAEH_SALTY, 8.251974
YO13_BPHC1, 9.108887
