BP40_BPPHE, 0.359432
CLPB_ECOL6, 2.300098
CYSK_YEAST, 0.890135
ECM14_LEPMJ, 1.014442
EFTS_HAHCH, 0.567551
EMC4_HUMAN, 0.355760
EVI1B_XENLA, 2.970917
FDFT_USTMA, 0.947883
FTSH3_ORYSJ, 2.650140
GCSH_BORA1, 0.318571
GLGC_BURP8, 0.921712
H6_ONCMY, 0.288089
HTPX_BURP0, 0.655196
HTPX_SERP5, 0.656062
KCD15_HUMAN, 0.651240
KDUI_YERE8, 0.523934
LEXA_RHORT, 0.540579
META_SYNP6, 0.607566
MNME_PSYIN, 1.128988
MSCL_HAEDU, 0.377217
MT2H_BOVIN, 0.300582
MURD_CUPMC, 1.076668
NTPA_BRASB, 0.438851
OPSV_ORYLA, 0.895178
P10_ASFWA, 0.263812
PIMT_SHIB3, 0.482386
PRGJ_SALTY, 0.263744
PROF1_STRPU, 0.316087
PUR9_CLOBL, 0.859239
PYRK_METAC, 0.681314
QUEA_BACMF, 0.692012
RBL_PINPS, 0.408878
RIMO_BDEBA, 0.871278
RM11_RECAM, 0.324694
RMLB_MYCTO, 0.991015
RS14_ACICJ, 0.281814
RS18_METPP, 0.263770
RS3_AGRRK, 0.525549
RS5_ANAMM, 0.367639
SMAG1_RAT, 1.148818
SPEH_BACCN, 0.344099
SYC_BURCC, 1.123845
SYE1_BRUSU, 0.865920
TLX3_HUMAN, 0.760346
TRG_CUPNH, 0.649285
XYLG_YERPA, 4.549282
XYNA_THEMA, 1.804495
Y5318_PSEAB, 0.634406
YAEH_SALTY, 0.313097
YO13_BPHC1, 0.348225
