BP40_BPPHE, 13.286852
CLPB_ECOL6, 98.478832
CYSK_YEAST, 38.456848
ECM14_LEPMJ, 40.137776
EFTS_HAHCH, 23.329680
EMC4_HUMAN, 14.028663
EVI1B_XENLA, 96.245680
FDFT_USTMA, 38.361780
FTSH3_ORYSJ, 105.255536
GCSH_BORA1, 13.487042
GLGC_BURP8, 37.425832
H6_ONCMY, 11.173362
HTPX_BURP0, 26.270376
HTPX_SERP5, 26.880560
KCD15_HUMAN, 24.431156
KDUI_YERE8, 21.308820
LEXA_RHORT, 22.799440
META_SYNP6, 24.474420
MNME_PSYIN, 48.657200
MSCL_HAEDU, 14.862995
MT2H_BOVIN, 11.095168
MURD_CUPMC, 46.756560
NTPA_BRASB, 17.701868
OPSV_ORYLA, 30.745764
P10_ASFWA, 10.520776
PIMT_SHIB3, 19.461268
PRGJ_SALTY, 10.694049
PROF1_STRPU, 12.391398
PUR9_CLOBL, 35.721320
PYRK_METAC, 26.280204
QUEA_BACMF, 28.316850
RBL_PINPS, 11.077564
RIMO_BDEBA, 36.888268
RM11_RECAM, 12.729312
RMLB_MYCTO, 41.658004
RS14_ACICJ, 11.500710
RS18_METPP, 10.636101
RS3_AGRRK, 21.469236
RS5_ANAMM, 14.950515
SMAG1_RAT, 40.828984
SPEH_BACCN, 13.504220
SYC_BURCC, 47.996100
SYE1_BRUSU, 36.231700
TLX3_HUMAN, 28.622244
TRG_CUPNH, 27.435376
XYLG_YERPA, 209.694480
XYNA_THEMA, 70.222792
Y5318_PSEAB, 26.190496
YAEH_SALTY, 12.146836
YO13_BPHC1, 13.772892
