1-cysPrx_C, 3.152278
Adeno_shaft, 2.947633
APC_u9, 3.175952
BAAT_C, 8.671137
BRX_assoc, 3.205464
CbtA, 19.214948
CLLAC, 3.046795
Crust_neuro_H, 2.930476
DEAD, 27.680836
DsrC, 4.044333
DUF1439, 4.653659
DUF1887, 9.678752
DUF2298, 13.876940
DUF273, 5.054302
DUF3153, 8.087966
DUF3539, 3.381552
DUF3903, 2.619790
DUF4250, 3.820681
DUF4577, 5.678795
DUF4904, 4.386285
DUF680, 2.945691
EFG_C, 4.809622
FAM216B, 3.332536
FMN_dh, 14.962368
GGN, 19.841416
GRA6, 5.913658
Herpes_UL55, 4.436493
HutP, 4.149765
IstB_IS21_ATP, 2.856558
LIN37, 5.690762
MC1, 3.325452
MlaD, 3.923303
Nab2, 3.798401
NRDD, 14.645583
OTT_1508_deam, 3.062615
PepSY_2, 9.296116
Phage_Cox, 3.295037
Pkinase_Tyr, 29.661172
PriCT_1, 3.366804
Rad54_N, 7.981502
Ribosomal_L2, 3.342901
RSB_motif, 14.437947
Sensor_TM1, 3.794189
Spermine_synth, 7.249213
Symplekin_C, 5.438748
Thioesterase, 13.064019
TpcC, 6.399257
U5_2-snRNA_bdg, 4.048345
VirD1, 4.125148
YjcQ, 3.429695
