BP40_BPPHE, 8.327420
CLPB_ECOL6, 63.650736
CYSK_YEAST, 24.538688
ECM14_LEPMJ, 25.975456
EFTS_HAHCH, 14.702015
EMC4_HUMAN, 9.071355
EVI1B_XENLA, 62.840616
FDFT_USTMA, 24.790252
FTSH3_ORYSJ, 69.037696
GCSH_BORA1, 8.689422
GLGC_BURP8, 23.975558
H6_ONCMY, 7.110456
HTPX_BURP0, 16.917148
HTPX_SERP5, 17.217688
KCD15_HUMAN, 15.828231
KDUI_YERE8, 13.500409
LEXA_RHORT, 14.512351
META_SYNP6, 15.627976
MNME_PSYIN, 31.579598
MSCL_HAEDU, 9.513856
MT2H_BOVIN, 7.034594
MURD_CUPMC, 30.170250
NTPA_BRASB, 11.401292
OPSV_ORYLA, 19.704184
P10_ASFWA, 6.704493
PIMT_SHIB3, 12.650343
PRGJ_SALTY, 6.814289
PROF1_STRPU, 8.010075
PUR9_CLOBL, 22.936760
PYRK_METAC, 16.886768
QUEA_BACMF, 17.997948
RBL_PINPS, 7.079322
RIMO_BDEBA, 23.694980
RM11_RECAM, 8.164970
RMLB_MYCTO, 26.816440
RS14_ACICJ, 7.349103
RS18_METPP, 6.767115
RS3_AGRRK, 13.819087
RS5_ANAMM, 9.572984
SMAG1_RAT, 26.293002
SPEH_BACCN, 8.666618
SYC_BURCC, 30.976860
SYE1_BRUSU, 23.288750
TLX3_HUMAN, 18.274520
TRG_CUPNH, 17.298830
XYLG_YERPA, 136.309952
XYNA_THEMA, 45.455080
Y5318_PSEAB, 16.726169
YAEH_SALTY, 7.765656
YO13_BPHC1, 8.756674
