BP40_BPPHE, 31.603216
CLPB_ECOL6, 200.450976
CYSK_YEAST, 79.083904
ECM14_LEPMJ, 91.135824
EFTS_HAHCH, 48.820904
EMC4_HUMAN, 33.086028
EVI1B_XENLA, 254.163936
FDFT_USTMA, 85.477600
FTSH3_ORYSJ, 240.076448
GCSH_BORA1, 27.819114
GLGC_BURP8, 80.976856
H6_ONCMY, 26.904744
HTPX_BURP0, 57.981664
HTPX_SERP5, 58.426940
KCD15_HUMAN, 58.897108
KDUI_YERE8, 47.703272
LEXA_RHORT, 48.536040
META_SYNP6, 55.528168
MNME_PSYIN, 102.085184
MSCL_HAEDU, 31.849276
MT2H_BOVIN, 28.497148
MURD_CUPMC, 96.690984
NTPA_BRASB, 39.172496
OPSV_ORYLA, 78.458336
P10_ASFWA, 25.288916
PIMT_SHIB3, 41.509020
PRGJ_SALTY, 24.371080
PROF1_STRPU, 28.969540
PUR9_CLOBL, 75.635856
PYRK_METAC, 57.965312
QUEA_BACMF, 61.084672
RBL_PINPS, 28.673608
RIMO_BDEBA, 78.197648
RM11_RECAM, 27.691728
RMLB_MYCTO, 88.816968
RS14_ACICJ, 24.871432
RS18_METPP, 22.793898
RS3_AGRRK, 45.347680
RS5_ANAMM, 32.204332
SMAG1_RAT, 93.353592
SPEH_BACCN, 29.910786
SYC_BURCC, 99.235560
SYE1_BRUSU, 75.672432
TLX3_HUMAN, 69.614296
TRG_CUPNH, 58.564152
XYLG_YERPA, 407.364160
XYNA_THEMA, 159.083040
Y5318_PSEAB, 56.971216
YAEH_SALTY, 28.441992
YO13_BPHC1, 31.822060
