BP40_BPPHE, 4.727562
CLPB_ECOL6, 32.903256
CYSK_YEAST, 12.743913
ECM14_LEPMJ, 14.475742
EFTS_HAHCH, 7.940854
EMC4_HUMAN, 5.022896
EVI1B_XENLA, 40.377984
FDFT_USTMA, 13.538675
FTSH3_ORYSJ, 38.486120
GCSH_BORA1, 4.492560
GLGC_BURP8, 13.081743
H6_ONCMY, 3.999454
HTPX_BURP0, 9.128046
HTPX_SERP5, 9.337943
KCD15_HUMAN, 9.089367
KDUI_YERE8, 7.415219
LEXA_RHORT, 7.645847
META_SYNP6, 8.534399
MNME_PSYIN, 16.190571
MSCL_HAEDU, 5.092654
MT2H_BOVIN, 4.190422
MURD_CUPMC, 15.221653
NTPA_BRASB, 6.212731
OPSV_ORYLA, 12.114898
P10_ASFWA, 3.694433
PIMT_SHIB3, 6.713708
PRGJ_SALTY, 3.715316
PROF1_STRPU, 4.387061
PUR9_CLOBL, 12.294238
PYRK_METAC, 9.290904
QUEA_BACMF, 9.757692
RBL_PINPS, 4.446052
RIMO_BDEBA, 12.426192
RM11_RECAM, 4.507733
RMLB_MYCTO, 14.259481
RS14_ACICJ, 4.026713
RS18_METPP, 3.673687
RS3_AGRRK, 7.429527
RS5_ANAMM, 5.213894
SMAG1_RAT, 14.513240
SPEH_BACCN, 4.685633
SYC_BURCC, 15.791785
SYE1_BRUSU, 12.392127
TLX3_HUMAN, 10.815860
TRG_CUPNH, 9.197780
XYLG_YERPA, 66.459580
XYNA_THEMA, 25.207502
Y5318_PSEAB, 9.091280
YAEH_SALTY, 4.370870
YO13_BPHC1, 4.795108
