BP40_BPPHE, 13.658480
CLPB_ECOL6, 90.864912
CYSK_YEAST, 35.414168
ECM14_LEPMJ, 40.649744
EFTS_HAHCH, 22.234288
EMC4_HUMAN, 14.447692
EVI1B_XENLA, 110.888928
FDFT_USTMA, 38.236608
FTSH3_ORYSJ, 105.428880
GCSH_BORA1, 12.585343
GLGC_BURP8, 36.634144
H6_ONCMY, 11.689808
HTPX_BURP0, 25.740048
HTPX_SERP5, 26.273168
KCD15_HUMAN, 26.023608
KDUI_YERE8, 21.130044
LEXA_RHORT, 21.407952
META_SYNP6, 24.560780
MNME_PSYIN, 44.646888
MSCL_HAEDU, 14.289470
MT2H_BOVIN, 12.351257
MURD_CUPMC, 42.264756
NTPA_BRASB, 17.282826
OPSV_ORYLA, 34.732436
P10_ASFWA, 10.732377
PIMT_SHIB3, 18.598352
PRGJ_SALTY, 10.730375
PROF1_STRPU, 12.730046
PUR9_CLOBL, 34.382976
PYRK_METAC, 25.820796
QUEA_BACMF, 27.389988
RBL_PINPS, 12.666837
RIMO_BDEBA, 34.488668
RM11_RECAM, 12.650166
RMLB_MYCTO, 39.706608
RS14_ACICJ, 11.253676
RS18_METPP, 10.366670
RS3_AGRRK, 20.787752
RS5_ANAMM, 14.593303
SMAG1_RAT, 41.401608
SPEH_BACCN, 13.310631
SYC_BURCC, 43.914320
SYE1_BRUSU, 34.300164
TLX3_HUMAN, 30.931918
TRG_CUPNH, 25.622788
XYLG_YERPA, 182.281424
XYNA_THEMA, 70.389160
Y5318_PSEAB, 25.445188
YAEH_SALTY, 12.490251
YO13_BPHC1, 13.917497
